status,loan_amount,annual_income,purpose,home_ownership
Charged Off,10000,140000,major_purchase,RENT
Charged Off,2100,82000,credit_card,MORTGAGE
Charged Off,7000,60000,credit_card,RENT
Charged Off,32350,65000,other,MORTGAGE
Charged Off,27575,58000,credit_card,MORTGAGE
Charged Off,8000,46000,debt_consolidation,RENT
Charged Off,11000,83000,home_improvement,MORTGAGE
Charged Off,3225,21600,credit_card,RENT
Charged Off,18225,36500,debt_consolidation,RENT
Charged Off,2000,17000,other,MORTGAGE
Charged Off,6450,48000,home_improvement,RENT
Charged Off,9000,40000,credit_card,RENT
Charged Off,15000,55000,debt_consolidation,RENT
Charged Off,8000,125000,other,RENT
Charged Off,25000,68000,small_business,OWN
Charged Off,28000,450000,credit_card,RENT
Charged Off,8800,45000,credit_card,OWN
Charged Off,22750,47000,debt_consolidation,RENT
Charged Off,3750,34000,major_purchase,RENT
Charged Off,6000,42000,debt_consolidation,RENT
Charged Off,14300,56000,debt_consolidation,RENT
Charged Off,9350,38000,home_improvement,MORTGAGE
Charged Off,6850,58664,debt_consolidation,RENT
Charged Off,8475,37000,debt_consolidation,MORTGAGE
Charged Off,5300,40000,debt_consolidation,RENT
Charged Off,18725,38000,debt_consolidation,RENT
Charged Off,10000,53000,debt_consolidation,MORTGAGE
Charged Off,12000,75000,debt_consolidation,MORTGAGE
Charged Off,24000,69825,debt_consolidation,OWN
Charged Off,5500,19200,credit_card,MORTGAGE
Charged Off,6250,50980,debt_consolidation,RENT
Charged Off,10000,45000,debt_consolidation,RENT
Charged Off,9600,125000,debt_consolidation,RENT
Charged Off,7675,60000,other,RENT
Charged Off,14825,43000,debt_consolidation,MORTGAGE
Charged Off,16800,54498,debt_consolidation,RENT
Charged Off,10000,24000,debt_consolidation,RENT
Charged Off,30000,90000,debt_consolidation,MORTGAGE
Charged Off,12000,45000,debt_consolidation,RENT
Charged Off,30075,61000,debt_consolidation,MORTGAGE
Charged Off,3000,28000,debt_consolidation,RENT
Charged Off,20000,56000,debt_consolidation,RENT
Charged Off,6250,160000,home_improvement,MORTGAGE
Charged Off,21000,95000,credit_card,OWN
Charged Off,16000,45000,debt_consolidation,MORTGAGE
Charged Off,2825,41500,debt_consolidation,MORTGAGE
Charged Off,33425,69500,debt_consolidation,RENT
Charged Off,19600,40000,debt_consolidation,RENT
Charged Off,19125,40000,other,RENT
Charged Off,19200,48000,credit_card,MORTGAGE
Charged Off,1400,35000,major_purchase,RENT
Charged Off,25000,92000,credit_card,RENT
Charged Off,7125,21000,debt_consolidation,RENT
Charged Off,16000,160000,debt_consolidation,MORTGAGE
Charged Off,30000,120000,debt_consolidation,MORTGAGE
Charged Off,18825,57000,major_purchase,RENT
Charged Off,35000,70000,debt_consolidation,MORTGAGE
Charged Off,12800,67000,debt_consolidation,MORTGAGE
Charged Off,11500,24540,debt_consolidation,RENT
Charged Off,15000,35000,home_improvement,MORTGAGE
Charged Off,15000,85000,credit_card,MORTGAGE
Charged Off,10000,40000,debt_consolidation,RENT
Charged Off,11500,33384,debt_consolidation,MORTGAGE
Charged Off,4000,41000,debt_consolidation,RENT
Charged Off,5000,39000,major_purchase,OWN
Charged Off,1400,17000,debt_consolidation,OWN
Charged Off,4500,44000,credit_card,MORTGAGE
Charged Off,9000,41600,debt_consolidation,RENT
Charged Off,6000,38000,credit_card,OWN
Charged Off,5600,50000,credit_card,RENT
Charged Off,13700,55000,home_improvement,MORTGAGE
Charged Off,26000,52000,debt_consolidation,OWN
Charged Off,15000,52000,debt_consolidation,RENT
Charged Off,2275,24000,debt_consolidation,RENT
Charged Off,16000,80000,debt_consolidation,MORTGAGE
Charged Off,10000,50000,debt_consolidation,RENT
Charged Off,21000,89000,other,MORTGAGE
Charged Off,2625,31200,major_purchase,RENT
Charged Off,16000,92000,other,MORTGAGE
Charged Off,12000,42000,credit_card,RENT
Charged Off,17000,48000,credit_card,MORTGAGE
Charged Off,18000,58664,debt_consolidation,RENT
Charged Off,27000,63000,debt_consolidation,MORTGAGE
Charged Off,8875,60000,small_business,OWN
Charged Off,15000,78000,debt_consolidation,MORTGAGE
Charged Off,16000,59000,debt_consolidation,MORTGAGE
Charged Off,33425,67200,debt_consolidation,RENT
Charged Off,10575,47000,small_business,MORTGAGE
Charged Off,7000,34200,major_purchase,RENT
Charged Off,1500,28000,other,RENT
Charged Off,8975,23355,credit_card,RENT
Charged Off,4000,17400,credit_card,RENT
Charged Off,6000,34500,credit_card,OWN
Charged Off,12200,59000,credit_card,RENT
Charged Off,18000,48000,debt_consolidation,RENT
Charged Off,15000,55000,debt_consolidation,RENT
Charged Off,14825,60000,home_improvement,RENT
Charged Off,7125,51456,debt_consolidation,RENT
Charged Off,5000,31000,credit_card,RENT
Charged Off,6575,40000,debt_consolidation,RENT
Charged Off,13000,82000,debt_consolidation,MORTGAGE
Charged Off,30750,124443,debt_consolidation,MORTGAGE
Charged Off,2500,61565,debt_consolidation,OWN
Charged Off,10050,55000,small_business,RENT
Charged Off,6300,43000,credit_card,MORTGAGE
Charged Off,7575,28500,debt_consolidation,RENT
Charged Off,16000,100000,debt_consolidation,RENT
Charged Off,24000,65000,debt_consolidation,MORTGAGE
Charged Off,4525,37000,credit_card,MORTGAGE
Charged Off,4000,42000,other,RENT
Charged Off,19600,40000,credit_card,MORTGAGE
Charged Off,25000,80000,credit_card,RENT
Charged Off,10000,30000,debt_consolidation,MORTGAGE
Charged Off,6000,29431,debt_consolidation,RENT
Charged Off,4000,26000,debt_consolidation,RENT
Charged Off,5000,67000,debt_consolidation,MORTGAGE
Charged Off,2000,75000,other,RENT
Charged Off,17000,52000,debt_consolidation,RENT
Charged Off,8000,25600,home_improvement,RENT
Charged Off,8000,42000,credit_card,MORTGAGE
Charged Off,4500,20000,debt_consolidation,RENT
Charged Off,13700,52000,credit_card,RENT
Charged Off,15000,65000,credit_card,MORTGAGE
Charged Off,30000,89000,debt_consolidation,MORTGAGE
Charged Off,25900,89232,debt_consolidation,RENT
Charged Off,19000,40733,debt_consolidation,MORTGAGE
Charged Off,3000,45000,debt_consolidation,MORTGAGE
Charged Off,16000,60000,debt_consolidation,MORTGAGE
Charged Off,18550,43000,debt_consolidation,RENT
Charged Off,6000,45000,debt_consolidation,RENT
Charged Off,35000,72000,small_business,OWN
Charged Off,1000,13421,other,RENT
Charged Off,5000,22000,debt_consolidation,RENT
Charged Off,35000,150000,debt_consolidation,MORTGAGE
Charged Off,8500,70000,debt_consolidation,MORTGAGE
Charged Off,5000,22000,debt_consolidation,RENT
Charged Off,8000,30000,other,RENT
Charged Off,4800,36000,debt_consolidation,RENT
Charged Off,1800,23000,debt_consolidation,RENT
Charged Off,10000,37000,debt_consolidation,RENT
Charged Off,21000,42000,credit_card,RENT
Charged Off,20000,55000,debt_consolidation,RENT
Charged Off,6000,27000,other,RENT
Charged Off,12000,85000,credit_card,MORTGAGE
Charged Off,15000,44000,credit_card,OWN
Charged Off,30000,105000,debt_consolidation,RENT
Charged Off,7125,30000,credit_card,RENT
Charged Off,19750,40000,debt_consolidation,RENT
Charged Off,10000,30000,debt_consolidation,OWN
Charged Off,3000,34500,debt_consolidation,MORTGAGE
Charged Off,16000,50000,other,MORTGAGE
Charged Off,2350,30000,other,RENT
Charged Off,5000,58000,debt_consolidation,RENT
Charged Off,19000,60000,small_business,RENT
Charged Off,12000,150000,debt_consolidation,RENT
Charged Off,18000,52554,debt_consolidation,MORTGAGE
Charged Off,3000,30000,other,MORTGAGE
Charged Off,16800,120000,other,MORTGAGE
Charged Off,24000,80000,credit_card,RENT
Charged Off,5850,27500,credit_card,MORTGAGE
Charged Off,16000,47500,debt_consolidation,RENT
Charged Off,5000,40000,debt_consolidation,RENT
Charged Off,15250,55000,small_business,MORTGAGE
Charged Off,19000,39000,other,MORTGAGE
Charged Off,20000,70000,debt_consolidation,MORTGAGE
Charged Off,3600,43000,debt_consolidation,MORTGAGE
Charged Off,27300,55200,debt_consolidation,MORTGAGE
Charged Off,6000,90000,debt_consolidation,RENT
Charged Off,20000,48000,debt_consolidation,RENT
Charged Off,11100,50000,debt_consolidation,MORTGAGE
Charged Off,11300,60000,credit_card,MORTGAGE
Charged Off,20950,42000,debt_consolidation,RENT
Charged Off,30000,66000,debt_consolidation,MORTGAGE
Charged Off,6000,57000,debt_consolidation,RENT
Charged Off,11700,24000,debt_consolidation,RENT
Charged Off,5375,26000,credit_card,RENT
Charged Off,15850,116000,debt_consolidation,RENT
Charged Off,12000,50000,debt_consolidation,RENT
Charged Off,4800,37120,other,RENT
Charged Off,15400,79230,debt_consolidation,RENT
Charged Off,14000,90000,credit_card,OWN
Charged Off,15400,35000,debt_consolidation,RENT
Charged Off,7000,25000,debt_consolidation,OWN
Charged Off,4125,35000,other,OWN
Charged Off,15875,32000,credit_card,OWN
Charged Off,12675,38000,credit_card,MORTGAGE
Charged Off,35000,120000,debt_consolidation,MORTGAGE
Charged Off,25000,78000,debt_consolidation,MORTGAGE
Charged Off,24925,49920,home_improvement,RENT
Charged Off,3600,30000,credit_card,RENT
Charged Off,7000,28800,debt_consolidation,RENT
Charged Off,15850,40000,debt_consolidation,RENT
Charged Off,2750,24960,debt_consolidation,RENT
Charged Off,21850,45000,debt_consolidation,MORTGAGE
Charged Off,35000,112000,debt_consolidation,MORTGAGE
Charged Off,10000,32000,debt_consolidation,RENT
Charged Off,21625,45000,debt_consolidation,RENT
Charged Off,14000,89000,home_improvement,MORTGAGE
Charged Off,1500,43000,other,RENT
Charged Off,31800,125000,other,RENT
Charged Off,11100,22880,debt_consolidation,OWN
Charged Off,12875,28800,debt_consolidation,MORTGAGE
Charged Off,6000,72000,debt_consolidation,RENT
Charged Off,5600,57000,debt_consolidation,RENT
Charged Off,2000,41000,medical,RENT
Charged Off,7200,70000,debt_consolidation,RENT
Charged Off,2500,12000,debt_consolidation,OWN
Charged Off,8200,60000,debt_consolidation,RENT
Charged Off,16800,86400,credit_card,MORTGAGE
Charged Off,25125,72000,debt_consolidation,RENT
Charged Off,9100,40000,other,MORTGAGE
Charged Off,25000,85000,debt_consolidation,RENT
Charged Off,12000,25000,debt_consolidation,RENT
Charged Off,6000,40000,debt_consolidation,RENT
Charged Off,9000,68000,debt_consolidation,MORTGAGE
Charged Off,20000,71000,debt_consolidation,RENT
Charged Off,5000,58000,small_business,RENT
Charged Off,21000,85000,other,MORTGAGE
Charged Off,18225,90000,major_purchase,MORTGAGE
Charged Off,10000,52000,debt_consolidation,RENT
Charged Off,25000,65000,credit_card,RENT
Charged Off,20000,89000,debt_consolidation,RENT
Charged Off,9600,60000,small_business,OWN
Charged Off,18000,45000,debt_consolidation,MORTGAGE
Charged Off,30800,132000,debt_consolidation,OWN
Charged Off,7875,45000,other,RENT
Charged Off,13475,48000,debt_consolidation,OWN
Charged Off,26325,82000,other,RENT
Charged Off,18250,50000,debt_consolidation,MORTGAGE
Charged Off,7750,40000,debt_consolidation,MORTGAGE
Charged Off,4800,30000,debt_consolidation,MORTGAGE
Charged Off,15000,60000,debt_consolidation,RENT
Charged Off,5500,40000,debt_consolidation,RENT
Charged Off,13500,37000,debt_consolidation,RENT
Charged Off,16000,62500,other,OWN
Charged Off,18000,82000,debt_consolidation,RENT
Charged Off,19375,40000,debt_consolidation,MORTGAGE
Charged Off,9950,20000,debt_consolidation,RENT
Charged Off,9750,41000,major_purchase,MORTGAGE
Charged Off,25000,82570,credit_card,MORTGAGE
Charged Off,22000,116000,debt_consolidation,MORTGAGE
Charged Off,5500,75000,debt_consolidation,MORTGAGE
Charged Off,19000,39000,credit_card,MORTGAGE
Charged Off,35000,87295,home_improvement,MORTGAGE
Charged Off,10000,82000,debt_consolidation,MORTGAGE
Charged Off,18000,50000,other,RENT
Charged Off,19125,39000,debt_consolidation,RENT
Charged Off,22000,47000,debt_consolidation,MORTGAGE
Charged Off,4000,37000,debt_consolidation,RENT
Charged Off,10000,40000,credit_card,RENT
Charged Off,13225,45000,debt_consolidation,RENT
Charged Off,14750,70000,credit_card,OWN
Charged Off,12800,51000,home_improvement,OWN
Charged Off,18500,38192,debt_consolidation,RENT
Charged Off,28000,80000,credit_card,RENT
Charged Off,5600,35000,other,RENT
Charged Off,35000,109000,credit_card,MORTGAGE
Charged Off,24000,74000,home_improvement,MORTGAGE
Charged Off,3600,35000,debt_consolidation,RENT
Charged Off,14450,39600,small_business,RENT
Charged Off,6000,18468,credit_card,RENT
Charged Off,27975,78000,credit_card,OWN
Charged Off,18000,77000,other,MORTGAGE
Charged Off,6400,48000,debt_consolidation,RENT
Charged Off,6400,52000,debt_consolidation,RENT
Charged Off,14500,80000,debt_consolidation,MORTGAGE
Charged Off,6925,35000,debt_consolidation,MORTGAGE
Charged Off,5800,60000,small_business,RENT
Charged Off,23850,99600,debt_consolidation,RENT
Charged Off,4000,30000,debt_consolidation,MORTGAGE
Charged Off,35000,152000,debt_consolidation,MORTGAGE
Charged Off,15875,32614,debt_consolidation,OWN
Charged Off,16450,69300,debt_consolidation,RENT
Charged Off,19500,40000,credit_card,RENT
Charged Off,18000,50000,debt_consolidation,MORTGAGE
Charged Off,5400,62400,debt_consolidation,RENT
Charged Off,22750,47000,debt_consolidation,MORTGAGE
Charged Off,21000,65000,debt_consolidation,RENT
Charged Off,17600,44000,debt_consolidation,RENT
Charged Off,33950,105000,debt_consolidation,MORTGAGE
Charged Off,24000,70000,debt_consolidation,MORTGAGE
Charged Off,12625,26400,other,RENT
Charged Off,19200,60000,debt_consolidation,MORTGAGE
Charged Off,16000,71000,debt_consolidation,OWN
Charged Off,9750,20000,other,RENT
Charged Off,22000,45000,debt_consolidation,MORTGAGE
Charged Off,18475,70632,debt_consolidation,MORTGAGE
Charged Off,35000,120000,debt_consolidation,MORTGAGE
Charged Off,10000,54000,other,RENT
Charged Off,20800,61000,debt_consolidation,MORTGAGE
Charged Off,5200,39200,debt_consolidation,RENT
Charged Off,4500,72000,debt_consolidation,RENT
Charged Off,14375,60000,debt_consolidation,RENT
Charged Off,5000,70000,credit_card,RENT
Charged Off,8875,28800,small_business,RENT
Charged Off,6300,17000,debt_consolidation,RENT
Charged Off,16350,75000,home_improvement,MORTGAGE
Charged Off,19750,54000,debt_consolidation,MORTGAGE
Charged Off,12875,26250,credit_card,OWN
Charged Off,11500,45000,debt_consolidation,RENT
Charged Off,8450,28000,major_purchase,RENT
Charged Off,12000,58500,debt_consolidation,RENT
Charged Off,16000,75000,debt_consolidation,MORTGAGE
Charged Off,30000,120000,debt_consolidation,RENT
Charged Off,5750,60000,credit_card,RENT
Charged Off,10000,50000,other,RENT
Charged Off,4500,40000,debt_consolidation,RENT
Charged Off,10000,50000,debt_consolidation,RENT
Charged Off,7500,40000,debt_consolidation,OWN
Charged Off,4200,48000,medical,RENT
Charged Off,17500,51866,debt_consolidation,MORTGAGE
Charged Off,3500,35000,other,OWN
Charged Off,16000,32000,debt_consolidation,MORTGAGE
Charged Off,17000,55000,credit_card,MORTGAGE
Charged Off,3600,36000,debt_consolidation,RENT
Charged Off,22800,110000,debt_consolidation,MORTGAGE
Charged Off,10000,50000,credit_card,RENT
Charged Off,8000,75000,debt_consolidation,RENT
Charged Off,3750,22000,credit_card,MORTGAGE
Charged Off,7750,35000,debt_consolidation,MORTGAGE
Charged Off,9500,89000,major_purchase,RENT
Charged Off,3000,39000,major_purchase,MORTGAGE
Charged Off,2500,23600,credit_card,RENT
Charged Off,29100,60000,debt_consolidation,RENT
Charged Off,12000,60000,debt_consolidation,MORTGAGE
Charged Off,12375,40000,home_improvement,MORTGAGE
Charged Off,16000,32359,debt_consolidation,RENT
Charged Off,23325,91000,home_improvement,MORTGAGE
Charged Off,2875,11000,debt_consolidation,RENT
Charged Off,14400,65000,credit_card,RENT
Charged Off,8000,40000,debt_consolidation,RENT
Charged Off,3600,98000,other,RENT
Charged Off,16000,60000,debt_consolidation,OWN
Charged Off,24000,138000,debt_consolidation,MORTGAGE
Charged Off,6000,85000,debt_consolidation,RENT
Charged Off,11575,24000,debt_consolidation,OWN
Charged Off,6425,41000,debt_consolidation,RENT
Charged Off,21600,85000,debt_consolidation,MORTGAGE
Charged Off,10750,47000,debt_consolidation,MORTGAGE
Charged Off,12375,50000,debt_consolidation,RENT
Charged Off,15850,64000,debt_consolidation,MORTGAGE
Charged Off,35000,120000,debt_consolidation,MORTGAGE
Charged Off,31500,94000,debt_consolidation,MORTGAGE
Charged Off,16450,33000,debt_consolidation,RENT
Charged Off,14600,98000,debt_consolidation,MORTGAGE
Charged Off,7200,85000,credit_card,RENT
Charged Off,8600,22267,credit_card,OWN
Charged Off,14825,31822,credit_card,RENT
Charged Off,12000,130000,credit_card,MORTGAGE
Charged Off,6000,61336,debt_consolidation,MORTGAGE
Charged Off,8000,45000,debt_consolidation,MORTGAGE
Charged Off,21000,55000,debt_consolidation,RENT
Charged Off,16000,88990,debt_consolidation,RENT
Charged Off,30000,60000,debt_consolidation,RENT
Charged Off,8000,120000,other,RENT
Charged Off,11850,30000,debt_consolidation,OWN
Charged Off,33950,170000,debt_consolidation,RENT
Charged Off,35000,91000,credit_card,MORTGAGE
Charged Off,35000,155500,credit_card,MORTGAGE
Charged Off,15000,76000,credit_card,OWN
Charged Off,5750,92000,debt_consolidation,MORTGAGE
Charged Off,2700,73650,other,OWN
Charged Off,14025,55000,credit_card,RENT
Charged Off,19000,52500,debt_consolidation,MORTGAGE
Charged Off,8000,75000,credit_card,RENT
Charged Off,4800,38000,other,RENT
Charged Off,20000,70000,debt_consolidation,MORTGAGE
Charged Off,6000,30000,major_purchase,MORTGAGE
Charged Off,11325,56000,debt_consolidation,RENT
Charged Off,12000,78000,debt_consolidation,MORTGAGE
Charged Off,10000,100000,small_business,RENT
Charged Off,15250,46000,credit_card,MORTGAGE
Charged Off,12300,70000,debt_consolidation,MORTGAGE
Charged Off,18950,49000,debt_consolidation,RENT
Charged Off,11500,55000,debt_consolidation,RENT
Charged Off,10000,62000,credit_card,RENT
Charged Off,15000,36000,debt_consolidation,RENT
Charged Off,7000,35000,debt_consolidation,RENT
Charged Off,12950,65000,credit_card,OWN
Charged Off,7200,47000,other,RENT
Charged Off,8475,30000,debt_consolidation,RENT
Charged Off,10000,45000,credit_card,OWN
Charged Off,3000,53000,other,MORTGAGE
Charged Off,23675,48000,debt_consolidation,MORTGAGE
Charged Off,15000,32000,debt_consolidation,RENT
Charged Off,24000,62000,debt_consolidation,MORTGAGE
Charged Off,10000,65000,debt_consolidation,RENT
Charged Off,8500,38000,debt_consolidation,RENT
Charged Off,16000,68000,debt_consolidation,MORTGAGE
Charged Off,6000,80000,home_improvement,MORTGAGE
Charged Off,8000,45000,debt_consolidation,MORTGAGE
Charged Off,35000,150000,home_improvement,MORTGAGE
Charged Off,12000,30000,debt_consolidation,RENT
Charged Off,18900,65000,debt_consolidation,RENT
Charged Off,8800,18000,medical,RENT
Charged Off,8725,22000,medical,RENT
Charged Off,11000,41832,debt_consolidation,RENT
Charged Off,6250,35000,credit_card,RENT
Charged Off,28000,120000,debt_consolidation,MORTGAGE
Charged Off,19750,40000,debt_consolidation,RENT
Charged Off,2000,17210,major_purchase,RENT
Charged Off,10000,50000,credit_card,RENT
Charged Off,12000,70000,debt_consolidation,MORTGAGE
Charged Off,8800,31000,debt_consolidation,MORTGAGE
Charged Off,24000,89500,debt_consolidation,MORTGAGE
Charged Off,15000,54600,debt_consolidation,OWN
Charged Off,20425,45000,credit_card,MORTGAGE
Charged Off,12675,32843,credit_card,RENT
Charged Off,11100,40000,other,RENT
Charged Off,10000,93266,debt_consolidation,MORTGAGE
Charged Off,5075,70000,debt_consolidation,RENT
Charged Off,11325,23000,debt_consolidation,RENT
Charged Off,8500,54000,small_business,RENT
Charged Off,35000,100000,small_business,RENT
Charged Off,21000,140000,debt_consolidation,MORTGAGE
Charged Off,23650,117558,debt_consolidation,MORTGAGE
Charged Off,10625,35000,debt_consolidation,RENT
Charged Off,4950,30000,credit_card,RENT
Charged Off,20000,85000,other,RENT
Charged Off,20650,50000,debt_consolidation,MORTGAGE
Charged Off,18000,49550,debt_consolidation,MORTGAGE
Charged Off,10000,36000,debt_consolidation,OWN
Charged Off,25000,67000,debt_consolidation,MORTGAGE
Charged Off,8875,76000,debt_consolidation,RENT
Charged Off,4575,28000,debt_consolidation,RENT
Charged Off,12375,34000,debt_consolidation,OWN
Charged Off,32675,70000,debt_consolidation,MORTGAGE
Charged Off,7750,55000,debt_consolidation,MORTGAGE
Charged Off,10000,36000,debt_consolidation,RENT
Charged Off,13750,28000,debt_consolidation,RENT
Charged Off,19125,40000,debt_consolidation,MORTGAGE
Charged Off,10000,40000,debt_consolidation,RENT
Charged Off,6400,32000,debt_consolidation,RENT
Charged Off,17500,70000,debt_consolidation,RENT
Charged Off,16000,63000,credit_card,RENT
Charged Off,35000,200000,small_business,MORTGAGE
Charged Off,15000,63000,credit_card,OWN
Charged Off,13475,120000,medical,RENT
Charged Off,4000,32000,other,RENT
Charged Off,13250,61000,debt_consolidation,MORTGAGE
Charged Off,3000,24000,credit_card,RENT
Charged Off,14400,60000,debt_consolidation,MORTGAGE
Charged Off,12000,60000,debt_consolidation,RENT
Charged Off,19000,55000,debt_consolidation,MORTGAGE
Charged Off,35000,85000,debt_consolidation,RENT
Charged Off,17450,75000,debt_consolidation,RENT
Charged Off,13250,28000,debt_consolidation,RENT
Charged Off,12250,36000,debt_consolidation,RENT
Charged Off,2000,13530,other,RENT
Charged Off,28000,89914,debt_consolidation,MORTGAGE
Charged Off,2525,57000,home_improvement,MORTGAGE
Charged Off,22000,45000,debt_consolidation,RENT
Charged Off,9500,45000,debt_consolidation,RENT
Charged Off,15600,50000,debt_consolidation,MORTGAGE
Charged Off,12000,120000,debt_consolidation,MORTGAGE
Charged Off,10800,40000,debt_consolidation,MORTGAGE
Charged Off,9600,67500,debt_consolidation,RENT
Charged Off,18000,52000,credit_card,OWN
Charged Off,12000,65000,debt_consolidation,MORTGAGE
Charged Off,7000,105000,credit_card,RENT
Charged Off,23850,57000,debt_consolidation,MORTGAGE
Charged Off,8000,65000,debt_consolidation,RENT
Charged Off,35000,95000,small_business,MORTGAGE
Charged Off,12300,35000,debt_consolidation,RENT
Charged Off,6000,31000,credit_card,RENT
Charged Off,24050,77363,debt_consolidation,MORTGAGE
Charged Off,11800,36000,debt_consolidation,RENT
Charged Off,7000,53000,home_improvement,MORTGAGE
Charged Off,9600,73000,debt_consolidation,RENT
Charged Off,3000,40000,other,RENT
Charged Off,20000,56000,debt_consolidation,RENT
Charged Off,10000,65000,debt_consolidation,MORTGAGE
Charged Off,2925,30237,credit_card,RENT
Charged Off,35000,180000,debt_consolidation,RENT
Charged Off,25000,50000,credit_card,RENT
Charged Off,4500,63000,major_purchase,RENT
Charged Off,7000,37000,debt_consolidation,RENT
Charged Off,4000,117000,debt_consolidation,MORTGAGE
Charged Off,18000,80000,debt_consolidation,MORTGAGE
Charged Off,10050,36400,other,RENT
Charged Off,15850,32000,debt_consolidation,RENT
Charged Off,5000,70000,other,MORTGAGE
Charged Off,7300,48000,credit_card,MORTGAGE
Charged Off,9600,40000,debt_consolidation,RENT
Charged Off,15000,49999,debt_consolidation,MORTGAGE
Charged Off,18225,38000,credit_card,RENT
Charged Off,5000,70000,small_business,MORTGAGE
Charged Off,8875,44592,debt_consolidation,RENT
Charged Off,8575,31000,debt_consolidation,RENT
Charged Off,35000,140000,credit_card,RENT
Charged Off,10000,144000,debt_consolidation,MORTGAGE
Charged Off,10000,52000,other,RENT
Charged Off,10000,35000,credit_card,OWN
Charged Off,30000,65000,debt_consolidation,MORTGAGE
Charged Off,12700,70000,debt_consolidation,OWN
Charged Off,13225,55000,debt_consolidation,RENT
Charged Off,3000,68256,other,OWN
Charged Off,15000,58000,debt_consolidation,MORTGAGE
Charged Off,14600,52000,debt_consolidation,OWN
Charged Off,8400,55000,credit_card,RENT
Charged Off,16000,51000,debt_consolidation,MORTGAGE
Charged Off,35000,160000,debt_consolidation,MORTGAGE
Charged Off,3200,110000,debt_consolidation,MORTGAGE
Charged Off,21000,75000,debt_consolidation,MORTGAGE
Charged Off,16050,67000,debt_consolidation,MORTGAGE
Charged Off,27425,55200,debt_consolidation,RENT
Charged Off,22000,45000,debt_consolidation,RENT
Charged Off,12000,60000,debt_consolidation,RENT
Charged Off,10000,30348,credit_card,RENT
Charged Off,20000,53000,debt_consolidation,MORTGAGE
Charged Off,6000,40000,debt_consolidation,RENT
Charged Off,8400,48000,debt_consolidation,RENT
Charged Off,20500,41000,debt_consolidation,RENT
Charged Off,10950,88200,major_purchase,RENT
Charged Off,12000,37000,other,RENT
Charged Off,25450,64000,debt_consolidation,MORTGAGE
Charged Off,3625,24000,credit_card,RENT
Charged Off,11700,40000,debt_consolidation,RENT
Charged Off,10000,32000,debt_consolidation,MORTGAGE
Charged Off,20800,48699,credit_card,OWN
Charged Off,6000,45000,other,RENT
Charged Off,6000,40000,credit_card,OWN
Charged Off,35000,118000,debt_consolidation,RENT
Charged Off,6000,30000,other,OWN
Charged Off,10000,115000,debt_consolidation,OWN
Charged Off,15000,90000,home_improvement,MORTGAGE
Charged Off,6000,68666,debt_consolidation,MORTGAGE
Charged Off,15000,37000,debt_consolidation,OWN
Charged Off,35000,140000,debt_consolidation,MORTGAGE
Charged Off,12250,26000,debt_consolidation,RENT
Charged Off,11600,30000,debt_consolidation,RENT
Charged Off,10000,38000,credit_card,RENT
Charged Off,15000,110000,debt_consolidation,MORTGAGE
Charged Off,35000,71176,credit_card,MORTGAGE
Charged Off,2600,69000,debt_consolidation,MORTGAGE
Charged Off,16450,33000,debt_consolidation,RENT
Charged Off,3000,62000,debt_consolidation,MORTGAGE
Charged Off,10000,55000,debt_consolidation,MORTGAGE
Charged Off,17625,45000,debt_consolidation,RENT
Charged Off,20000,40320,debt_consolidation,RENT
Charged Off,17000,65000,debt_consolidation,RENT
Charged Off,35000,72500,debt_consolidation,MORTGAGE
Charged Off,7000,36441,debt_consolidation,OWN
Charged Off,22800,75000,debt_consolidation,OWN
Charged Off,12000,55000,debt_consolidation,MORTGAGE
Charged Off,4250,60000,other,MORTGAGE
Charged Off,10000,77500,debt_consolidation,MORTGAGE
Charged Off,35000,80000,debt_consolidation,MORTGAGE
Charged Off,17500,35000,debt_consolidation,RENT
Charged Off,24000,55000,debt_consolidation,MORTGAGE
Charged Off,18000,138962,debt_consolidation,MORTGAGE
Charged Off,20125,75000,other,MORTGAGE
Charged Off,10000,40000,debt_consolidation,MORTGAGE
Charged Off,12500,49000,credit_card,OWN
Default,10000,128000,debt_consolidation,RENT
Charged Off,10000,68200,debt_consolidation,RENT
Charged Off,5600,23000,debt_consolidation,RENT
Charged Off,25475,65000,credit_card,RENT
Charged Off,12000,40000,credit_card,RENT
Charged Off,10000,114000,debt_consolidation,MORTGAGE
Charged Off,7200,70000,debt_consolidation,MORTGAGE
Charged Off,35000,120000,debt_consolidation,RENT
Charged Off,27750,66000,debt_consolidation,MORTGAGE
Charged Off,17800,45000,debt_consolidation,RENT
Charged Off,3600,39000,credit_card,RENT
Charged Off,18000,101000,debt_consolidation,MORTGAGE
Charged Off,20000,90000,debt_consolidation,RENT
Charged Off,35000,96000,debt_consolidation,RENT
Charged Off,6000,50000,debt_consolidation,RENT
Charged Off,6400,25000,debt_consolidation,MORTGAGE
Charged Off,15000,30680,debt_consolidation,RENT
Charged Off,8000,40000,small_business,RENT
Charged Off,19200,81100,debt_consolidation,RENT
Charged Off,18000,38000,other,RENT
Charged Off,5000,25000,debt_consolidation,MORTGAGE
Charged Off,20000,80000,debt_consolidation,RENT
Charged Off,10500,52000,debt_consolidation,RENT
Charged Off,21850,45000,debt_consolidation,RENT
Charged Off,3925,40000,home_improvement,RENT
Charged Off,6575,45000,debt_consolidation,RENT
